name|weight|mass|A|d|b|t|y|yp|Ix|Zx|Sx|rx|Iy|Zy|Sy|ry|ro|H
 |lbf/ft|lbm/ft|in²|in|in|in|in|in|in⁴|in³|in³|in|in⁴|in³|in³|in|in|
2L2-1/2X2-1/2X5/16X3/4|10.0|10.0|2.92|2.50|2.50|0.313|0.735|0.292|1.67|1.71|0.948|0.756|5.24|3.24|1.82|1.34|1.65|0.876
2L2-1/2X2-1/2X1/4|8.20|8.20|2.38|2.50|2.50|0.250|0.711|0.238|1.38|1.39|0.774|0.764|2.57|1.69|1.03|1.04|1.42|0.829
2L2-1/2X2-1/2X1/4X3/8|8.20|8.20|2.38|2.50|2.50|0.250|0.711|0.238|1.38|1.39|0.774|0.764|3.31|2.14|1.23|1.18|1.52|0.852
2L2-1/2X2-1/2X1/4X3/4|8.20|8.20|2.38|2.50|2.50|0.250|0.711|0.238|1.38|1.39|0.774|0.764|4.21|2.58|1.46|1.33|1.64|0.872
2L2-1/2X2-1/2X3/16|6.14|6.14|1.80|2.50|2.50|0.188|0.687|0.180|1.07|1.06|0.590|0.771|1.91|1.24|0.764|1.03|1.42|0.825
2L2-1/2X2-1/2X3/16X3/8|6.14|6.14|1.80|2.50|2.50|0.188|0.687|0.180|1.07|1.06|0.590|0.771|2.46|1.58|0.915|1.17|1.52|0.847
2L2-1/2X2-1/2X3/16X3/4|6.14|6.14|1.80|2.50|2.50|0.188|0.687|0.180|1.07|1.06|0.590|0.771|3.09|1.91|1.07|1.31|1.63|0.868
2L2X2X3/8|9.40|9.40|2.74|2.00|2.00|0.375|0.632|0.343|0.952|1.26|0.696|0.591|2.05|1.73|1.02|0.865|1.14|0.847
2L2X2X3/8X3/8|9.40|9.40|2.74|2.00|2.00|0.375|0.632|0.343|0.952|1.26|0.696|0.591|2.80|2.25|1.28|1.01|1.25|0.874
2L2X2X3/8X3/4|9.40|9.40|2.74|2.00|2.00|0.375|0.632|0.343|0.952|1.26|0.696|0.591|3.75|2.76|1.58|1.17|1.38|0.897
2L2X2X5/16|7.84|7.84|2.32|2.00|2.00|0.313|0.609|0.290|0.828|1.07|0.596|0.598|1.69|1.41|0.845|0.853|1.14|0.841
2L2X2X5/16X3/8|7.84|7.84|2.32|2.00|2.00|0.313|0.609|0.290|0.828|1.07|0.596|0.598|2.30|1.85|1.05|0.996|1.25|0.868
2L2X2X5/16X3/4|7.84|7.84|2.32|2.00|2.00|0.313|0.609|0.290|0.828|1.07|0.596|0.598|3.07|2.28|1.29|1.15|1.37|0.891
2L2X2X1/4|6.38|6.38|1.89|2.00|2.00|0.250|0.586|0.236|0.692|0.880|0.488|0.605|1.34|1.11|0.670|0.842|1.13|0.835
2L2X2X1/4X3/8|6.38|6.38|1.89|2.00|2.00|0.250|0.586|0.236|0.692|0.880|0.488|0.605|1.82|1.46|0.832|0.982|1.24|0.862
2L2X2X1/4X3/4|6.38|6.38|1.89|2.00|2.00|0.250|0.586|0.236|0.692|0.880|0.488|0.605|2.46|1.81|1.04|1.14|1.37|0.886
2L2X2X3/16|4.88|4.88|1.44|2.00|2.00|0.188|0.561|0.181|0.542|0.676|0.376|0.612|0.994|0.810|0.497|0.831|1.13|0.830
2L2X2X3/16X3/8|4.88|4.88|1.44|2.00|2.00|0.188|0.561|0.181|0.542|0.676|0.376|0.612|1.35|1.08|0.617|0.967|1.24|0.857
2L2X2X3/16X3/4|4.88|4.88|1.44|2.00|2.00|0.188|0.561|0.181|0.542|0.676|0.376|0.612|1.81|1.35|0.762|1.12|1.36|0.882
2L2X2X1/8|3.30|3.30|0.982|2.00|2.00|0.125|0.534|0.123|0.378|0.460|0.258|0.620|0.657|0.524|0.328|0.818|1.13|0.826
2L2X2X1/8X3/8|3.30|3.30|0.982|2.00|2.00|0.125|0.534|0.123|0.378|0.460|0.258|0.620|0.888|0.709|0.406|0.951|1.23|0.853
2L2X2X1/8X3/4|3.30|3.30|0.982|2.00|2.00|0.125|0.534|0.123|0.378|0.460|0.258|0.620|1.19|0.893|0.501|1.10|1.35|0.877
2L8X6X1LLBB|88.4|88.4|26.2|8.00|6.00|1.00|2.65|1.45|162|54.6|30.2|2.49|150|43.2|25.0|2.39|4.06|0.721
2L8X6X1X3/8LLBB|88.4|88.4|26.2|8.00|6.00|1.00|2.65|1.45|162|54.6|30.2|2.49|166|48.1|26.8|2.52|4.14|0.732
2L8X6X1X3/4LLBB|88.4|88.4|26.2|8.00|6.00|1.00|2.65|1.45|162|54.6|30.2|2.49|185|53.1|29.0|2.66|4.23|0.742
2L8X6X7/8LLBB|78.2|78.2|23.0|8.00|6.00|0.875|2.60|1.43|145|48.6|26.8|2.50|129|36.8|21.5|2.37|4.07|0.718
2L8X6X7/8X3/8LLBB|78.2|78.2|23.0|8.00|6.00|0.875|2.60|1.43|145|48.6|26.8|2.50|144|41.1|23.3|2.50|4.14|0.728
2L8X6X7/8X3/4LLBB|78.2|78.2|23.0|8.00|6.00|0.875|2.60|1.43|145|48.6|26.8|2.50|159|45.4|24.9|2.63|4.23|0.739
2L8X6X3/4LLBB|67.6|67.6|20.0|8.00|6.00|0.750|2.55|1.34|127|42.2|23.4|2.52|110|31.2|18.3|2.35|4.07|0.714
2L8X6X3/4X3/8LLBB|67.6|67.6|20.0|8.00|6.00|0.750|2.55|1.34|127|42.2|23.4|2.52|122|34.9|19.7|2.47|4.15|0.725
2L8X6X3/4X3/4LLBB|67.6|67.6|20.0|8.00|6.00|0.750|2.55|1.34|127|42.2|23.4|2.52|136|38.7|21.3|2.61|4.23|0.735
2L8X6X5/8LLBB|57.0|57.0|16.8|8.00|6.00|0.625|2.50|1.27|108|35.8|19.7|2.54|91.2|25.4|15.2|2.33|4.08|0.712
2L8X6X5/8X3/8LLBB|57.0|57.0|16.8|8.00|6.00|0.625|2.50|1.27|108|35.8|19.7|2.54|101|28.6|16.3|2.45|4.16|0.722
2L8X6X5/8X3/4LLBB|57.0|57.0|16.8|8.00|6.00|0.625|2.50|1.27|108|35.8|19.7|2.54|113|31.7|17.7|2.59|4.24|0.732
2L8X6X9/16LLBB|51.4|51.4|15.2|8.00|6.00|0.563|2.48|1.24|98.8|32.4|17.9|2.55|81.8|22.7|13.6|2.32|4.09|0.710
2L8X6X9/16X3/8LLBB|51.4|51.4|15.2|8.00|6.00|0.563|2.48|1.24|98.8|32.4|17.9|2.55|90.5|25.5|14.6|2.44|4.16|0.720
2L8X6X9/16X3/4LLBB|51.4|51.4|15.2|8.00|6.00|0.563|2.48|1.24|98.8|32.4|17.9|2.55|101|28.4|15.8|2.58|4.24|0.731
2L8X6X1/2LLBB|46.0|46.0|13.6|8.00|6.00|0.500|2.46|1.20|88.8|29.2|16.0|2.55|72.6|19.9|12.1|2.31|4.09|0.709
2L8X6X1/2X3/8LLBB|46.0|46.0|13.6|8.00|6.00|0.500|2.46|1.20|88.8|29.2|16.0|2.55|80.3|22.4|13.0|2.43|4.16|0.719
2L8X6X1/2X3/4LLBB|46.0|46.0|13.6|8.00|6.00|0.500|2.46|1.20|88.8|29.2|16.0|2.55|89.1|25.0|14.0|2.56|4.24|0.729
2L8X6X7/16LLBB|40.4|40.4|12.0|8.00|6.00|0.438|2.43|1.15|78.6|25.8|14.1|2.56|63.5|17.3|10.6|2.30|4.09|0.708
2L8X6X7/16X3/8LLBB|40.4|40.4|12.0|8.00|6.00|0.438|2.43|1.15|78.6|25.8|14.1|2.56|70.3|19.5|11.4|2.42|4.16|0.718
2L8X6X7/16X3/4LLBB|40.4|40.4|12.0|8.00|6.00|0.438|2.43|1.15|78.6|25.8|14.1|2.56|78.0|21.7|12.2|2.55|4.24|0.728
2L8X4X1LLBB|74.8|74.8|22.2|8.00|4.00|1.00|3.03|2.45|139|48.6|28.0|2.51|47.3|23.1|11.8|1.46|3.86|0.568
2L8X4X1X3/8LLBB|74.8|74.8|22.2|8.00|4.00|1.00|3.03|2.45|139|48.6|28.0|2.51|56.8|27.3|13.6|1.60|3.91|0.580
2L8X4X1X3/4LLBB|74.8|74.8|22.2|8.00|4.00|1.00|3.03|2.45|139|48.6|28.0|2.51|68.0|31.4|15.5|1.75|3.97|0.594
2L8X4X7/8LLBB|66.2|66.2|19.6|8.00|4.00|0.875|2.99|2.41|125|43.4|25.0|2.53|40.6|19.5|10.2|1.44|3.87|0.566
2L8X4X7/8X3/8LLBB|66.2|66.2|19.6|8.00|4.00|0.875|2.99|2.41|125|43.4|25.0|2.53|48.3|23.2|11.5|1.57|3.92|0.577
2L8X4X7/8X3/4LLBB|66.2|66.2|19.6|8.00|4.00|0.875|2.99|2.41|125|43.4|25.0|2.53|58.0|26.9|13.3|1.72|3.98|0.590
2L8X4X3/4LLBB|57.4|57.4|17.0|8.00|4.00|0.750|2.94|2.34|110|37.8|21.8|2.55|34.3|16.1|8.57|1.42|3.88|0.564
2L8X4X3/4X3/8LLBB|57.4|57.4|17.0|8.00|4.00|0.750|2.94|2.34|110|37.8|21.8|2.55|40.8|19.3|9.74|1.55|3.93|0.575
2L8X4X3/4X3/4LLBB|57.4|57.4|17.0|8.00|4.00|0.750|2.94|2.34|110|37.8|21.8|2.55|48.6|22.5|11.1|1.69|3.99|0.587
2L8X4X5/8LLBB|48.4|48.4|14.3|8.00|4.00|0.625|2.89|2.27|94.0|32.2|18.4|2.56|27.6|12.9|6.90|1.39|3.89|0.562
2L8X4X5/8X3/8LLBB|48.4|48.4|14.3|8.00|4.00|0.625|2.89|2.27|94.0|32.2|18.4|2.56|33.0|15.6|7.88|1.52|3.94|0.573
2L8X4X5/8X3/4LLBB|48.4|48.4|14.3|8.00|4.00|0.625|2.89|2.27|94.0|32.2|18.4|2.56|39.4|18.3|9.01|1.66|3.99|0.585
2L8X4X9/16LLBB|43.8|43.8|13.0|8.00|4.00|0.563|2.86|2.23|85.8|29.2|16.7|2.57|24.8|11.4|6.20|1.38|3.90|0.562
2L8X4X9/16X3/8LLBB|43.8|43.8|13.0|8.00|4.00|0.563|2.86|2.23|85.8|29.2|16.7|2.57|29.6|13.8|7.07|1.51|3.94|0.572
2L8X4X9/16X3/4LLBB|43.8|43.8|13.0|8.00|4.00|0.563|2.86|2.23|85.8|29.2|16.7|2.57|35.4|16.3|8.09|1.65|4.00|0.584
2L8X4X1/2LLBB|39.2|39.2|11.6|8.00|4.00|0.500|2.84|2.20|77.2|26.2|15.0|2.58|22.1|9.91|5.52|1.38|3.90|0.561
2L8X4X1/2X3/8LLBB|39.2|39.2|11.6|8.00|4.00|0.500|2.84|2.20|77.2|26.2|15.0|2.58|26.1|12.1|6.23|1.50|3.95|0.571
2L8X4X1/2X3/4LLBB|39.2|39.2|11.6|8.00|4.00|0.500|2.84|2.20|77.2|26.2|15.0|2.58|30.8|14.3|7.04|1.63|4.00|0.583
2L8X4X7/16LLBB|34.4|34.4|10.2|8.00|4.00|0.438|2.81|2.16|68.4|23.2|13.2|2.59|19.1|8.47|4.78|1.37|3.91|0.561
2L8X4X7/16X3/8LLBB|34.4|34.4|10.2|8.00|4.00|0.438|2.81|2.16|68.4|23.2|13.2|2.59|22.6|10.4|5.40|1.49|3.95|0.571
2L8X4X7/16X3/4LLBB|34.4|34.4|10.2|8.00|4.00|0.438|2.81|2.16|68.4|23.2|13.2|2.59|26.8|12.3|6.13|1.62|4.00|0.582
2L7X4X3/4LLBB|52.4|52.4|15.5|7.00|4.00|0.750|2.50|1.84|75.6|29.6|16.8|2.21|34.0|15.5|8.50|1.48|3.41|0.611
2L7X4X3/4X3/8LLBB|52.4|52.4|15.5|7.00|4.00|0.750|2.50|1.84|75.6|29.6|16.8|2.21|40.2|18.4|9.60|1.61|3.47|0.624
2L7X4X3/4X3/4LLBB|52.4|52.4|15.5|7.00|4.00|0.750|2.50|1.84|75.6|29.6|16.8|2.21|47.5|21.3|10.9|1.75|3.53|0.639
2L7X4X5/8LLBB|44.2|44.2|13.0|7.00|4.00|0.625|2.45|1.80|64.8|25.0|14.2|2.23|27.3|12.5|6.82|1.45|3.42|0.608
2L7X4X5/8X3/8LLBB|44.2|44.2|13.0|7.00|4.00|0.625|2.45|1.80|64.8|25.0|14.2|2.23|32.5|14.9|7.76|1.58|3.47|0.621
2L7X4X5/8X3/4LLBB|44.2|44.2|13.0|7.00|4.00|0.625|2.45|1.80|64.8|25.0|14.2|2.23|38.9|17.3|8.89|1.73|3.54|0.635
2L7X4X1/2LLBB|35.8|35.8|10.5|7.00|4.00|0.500|2.40|1.74|53.2|20.4|11.6|2.25|21.8|9.57|5.45|1.44|3.43|0.606
2L7X4X1/2X3/8LLBB|35.8|35.8|10.5|7.00|4.00|0.500|2.40|1.74|53.2|20.4|11.6|2.25|25.6|11.5|6.11|1.56|3.48|0.618
2L7X4X1/2X3/4LLBB|35.8|35.8|10.5|7.00|4.00|0.500|2.40|1.74|53.2|20.4|11.6|2.25|30.3|13.5|6.93|1.70|3.55|0.632
2L7X4X7/16LLBB|31.4|31.4|9.26|7.00|4.00|0.438|2.38|1.71|47.2|18.1|10.2|2.26|18.9|8.20|4.72|1.43|3.43|0.605
2L7X4X7/16X3/8LLBB|31.4|31.4|9.26|7.00|4.00|0.438|2.38|1.71|47.2|18.1|10.2|2.26|22.2|9.94|5.30|1.55|3.49|0.617
2L7X4X7/16X3/4LLBB|31.4|31.4|9.26|7.00|4.00|0.438|2.38|1.71|47.2|18.1|10.2|2.26|26.1|11.7|5.97|1.68|3.55|0.630
2L7X4X3/8LLBB|27.2|27.2|8.00|7.00|4.00|0.375|2.35|1.67|41.0|15.6|8.84|2.27|16.1|6.89|4.03|1.42|3.44|0.605
2L7X4X3/8X3/8LLBB|27.2|27.2|8.00|7.00|4.00|0.375|2.35|1.67|41.0|15.6|8.84|2.27|19.0|8.39|4.54|1.54|3.49|0.616
2L7X4X3/8X3/4LLBB|27.2|27.2|8.00|7.00|4.00|0.375|2.35|1.67|41.0|15.6|8.84|2.27|22.3|9.89|5.10|1.67|3.55|0.629
2L6X4X7/8LLBB|54.4|54.4|16.0|6.00|4.00|0.875|2.12|1.43|55.4|25.4|14.3|1.86|39.4|17.9|9.85|1.57|2.96|0.678
2L6X4X7/8X3/8LLBB|54.4|54.4|16.0|6.00|4.00|0.875|2.12|1.43|55.4|25.4|14.3|1.86|46.8|20.9|11.2|1.71|3.04|0.694
2L6X4X7/8X3/4LLBB|54.4|54.4|16.0|6.00|4.00|0.875|2.12|1.43|55.4|25.4|14.3|1.86|55.4|23.9|12.7|1.86|3.12|0.710
2L6X4X3/4LLBB|47.2|47.2|13.9|6.00|4.00|0.750|2.07|1.37|49.0|22.2|12.5|1.88|33.4|14.9|8.35|1.55|2.97|0.673
2L6X4X3/4X3/8LLBB|47.2|47.2|13.9|6.00|4.00|0.750|2.07|1.37|49.0|22.2|12.5|1.88|39.2|17.5|9.36|1.68|3.04|0.688
2L6X4X3/4X3/4LLBB|47.2|47.2|13.9|6.00|4.00|0.750|2.07|1.37|49.0|22.2|12.5|1.88|46.5|20.1|10.6|1.83|3.12|0.705
2L6X4X5/8LLBB|40.0|40.0|11.7|6.00|4.00|0.625|2.03|1.31|42.0|18.9|10.6|1.89|27.4|12.1|6.85|1.53|2.98|0.669
2L6X4X5/8X3/8LLBB|40.0|40.0|11.7|6.00|4.00|0.625|2.03|1.31|42.0|18.9|10.6|1.89|32.2|14.3|7.69|1.66|3.05|0.684
2L6X4X5/8X3/4LLBB|40.0|40.0|11.7|6.00|4.00|0.625|2.03|1.31|42.0|18.9|10.6|1.89|37.9|16.5|8.66|1.80|3.13|0.700
2L6X4X9/16LLBB|36.2|36.2|10.6|6.00|4.00|0.563|2.00|1.28|38.4|17.2|9.62|1.90|24.5|10.6|6.12|1.52|2.98|0.667
2L6X4X9/16X3/8LLBB|36.2|36.2|10.6|6.00|4.00|0.563|2.00|1.28|38.4|17.2|9.62|1.90|28.9|12.6|6.90|1.65|3.05|0.682
2L6X4X9/16X3/4LLBB|36.2|36.2|10.6|6.00|4.00|0.563|2.00|1.28|38.4|17.2|9.62|1.90|34.0|14.6|7.77|1.79|3.13|0.697
2L6X4X1/2LLBB|32.4|32.4|9.50|6.00|4.00|0.500|1.98|1.25|34.6|15.4|8.62|1.91|21.7|9.32|5.42|1.51|2.99|0.665
2L6X4X1/2X3/8LLBB|32.4|32.4|9.50|6.00|4.00|0.500|1.98|1.25|34.6|15.4|8.62|1.91|25.6|11.1|6.11|1.64|3.05|0.679
2L6X4X1/2X3/4LLBB|32.4|32.4|9.50|6.00|4.00|0.500|1.98|1.25|34.6|15.4|8.62|1.91|29.8|12.9|6.81|1.77|3.13|0.695
2L6X4X7/16LLBB|28.6|28.6|8.36|6.00|4.00|0.438|1.95|1.22|30.8|13.6|7.62|1.92|18.8|8.00|4.70|1.50|2.99|0.663
2L6X4X7/16X3/8LLBB|28.6|28.6|8.36|6.00|4.00|0.438|1.95|1.22|30.8|13.6|7.62|1.92|21.9|9.57|5.23|1.62|3.06|0.678
2L6X4X7/16X3/4LLBB|28.6|28.6|8.36|6.00|4.00|0.438|1.95|1.22|30.8|13.6|7.62|1.92|25.9|11.1|5.92|1.76|3.13|0.693
2L6X4X3/8LLBB|24.6|24.6|7.22|6.00|4.00|0.375|1.93|1.19|26.8|11.8|6.60|1.93|16.0|6.74|4.00|1.49|2.99|0.662
2L6X4X3/8X3/8LLBB|24.6|24.6|7.22|6.00|4.00|0.375|1.93|1.19|26.8|11.8|6.60|1.93|18.7|8.09|4.47|1.61|3.06|0.676
2L6X4X3/8X3/4LLBB|24.6|24.6|7.22|6.00|4.00|0.375|1.93|1.19|26.8|11.8|6.60|1.93|22.1|9.44|5.05|1.75|3.13|0.691
2L6X4X5/16LLBB|20.6|20.6|6.06|6.00|4.00|0.313|1.90|1.15|22.8|9.92|5.54|1.94|13.3|5.50|3.32|1.48|3.00|0.661
2L6X4X5/16X3/8LLBB|20.6|20.6|6.06|6.00|4.00|0.313|1.90|1.15|22.8|9.92|5.54|1.94|15.5|6.64|3.70|1.60|3.06|0.674
2L6X4X5/16X3/4LLBB|20.6|20.6|6.06|6.00|4.00|0.313|1.90|1.15|22.8|9.92|5.54|1.94|18.3|7.77|4.18|1.74|3.13|0.689
2L6X3-1/2X1/2LLBB|30.6|30.6|9.00|6.00|3.50|0.500|2.07|1.50|33.2|15.0|8.46|1.92|14.5|7.46|4.14|1.27|2.94|0.615
2L6X3-1/2X1/2X3/8LLBB|30.6|30.6|9.00|6.00|3.50|0.500|2.07|1.50|33.2|15.0|8.46|1.92|17.6|9.15|4.77|1.40|2.99|0.630
2L6X3-1/2X1/2X3/4LLBB|30.6|30.6|9.00|6.00|3.50|0.500|2.07|1.50|33.2|15.0|8.46|1.92|21.3|10.8|5.50|1.54|3.06|0.646
2L6X3-1/2X3/8LLBB|23.4|23.4|6.88|6.00|3.50|0.375|2.02|1.41|25.8|11.5|6.46|1.93|10.9|5.37|3.11|1.26|2.95|0.613
2L6X3-1/2X3/8X3/8LLBB|23.4|23.4|6.88|6.00|3.50|0.375|2.02|1.41|25.8|11.5|6.46|1.93|13.1|6.66|3.55|1.38|3.00|0.627
2L6X3-1/2X3/8X3/4LLBB|23.4|23.4|6.88|6.00|3.50|0.375|2.02|1.41|25.8|11.5|6.46|1.93|15.9|7.95|4.10|1.52|3.07|0.642
2L6X3-1/2X5/16LLBB|19.6|19.6|5.78|6.00|3.50|0.313|2.00|1.38|21.8|9.68|5.44|1.94|9.03|4.37|2.58|1.25|2.95|0.612
2L6X3-1/2X5/16X3/8LLBB|19.6|19.6|5.78|6.00|3.50|0.313|2.00|1.38|21.8|9.68|5.44|1.94|10.8|5.45|2.93|1.37|3.00|0.625
2L6X3-1/2X5/16X3/4LLBB|19.6|19.6|5.78|6.00|3.50|0.313|2.00|1.38|21.8|9.68|5.44|1.94|13.0|6.54|3.35|1.50|3.07|0.641
2L5X3-1/2X3/4LLBB|39.6|39.6|11.7|5.00|3.50|0.750|1.74|1.10|27.8|15.2|8.52|1.55|22.6|11.6|6.46|1.39|2.49|0.699
2L5X3-1/2X3/4X3/8LLBB|39.6|39.6|11.7|5.00|3.50|0.750|1.74|1.10|27.8|15.2|8.52|1.55|27.4|13.8|7.43|1.53|2.57|0.717
2L5X3-1/2X3/4X3/4LLBB|39.6|39.6|11.7|5.00|3.50|0.750|1.74|1.10|27.8|15.2|8.52|1.55|33.0|16.0|8.52|1.68|2.66|0.736
2L5X3-1/2X5/8LLBB|33.6|33.6|9.86|5.00|3.50|0.625|1.69|1.06|24.0|13.0|7.26|1.56|18.5|9.34|5.29|1.37|2.49|0.693
2L5X3-1/2X5/8X3/8LLBB|33.6|33.6|9.86|5.00|3.50|0.625|1.69|1.06|24.0|13.0|7.26|1.56|22.2|11.2|6.02|1.50|2.57|0.711
2L5X3-1/2X5/8X3/4LLBB|33.6|33.6|9.86|5.00|3.50|0.625|1.69|1.06|24.0|13.0|7.26|1.56|26.8|13.0|6.92|1.65|2.66|0.730
2L5X3-1/2X1/2LLBB|27.2|27.2|8.00|5.00|3.50|0.500|1.65|1.00|20.0|10.7|5.94|1.58|14.6|7.21|4.17|1.35|2.50|0.688
2L5X3-1/2X1/2X3/8LLBB|27.2|27.2|8.00|5.00|3.50|0.500|1.65|1.00|20.0|10.7|5.94|1.58|17.5|8.71|4.75|1.48|2.58|0.705
2L5X3-1/2X1/2X3/4LLBB|27.2|27.2|8.00|5.00|3.50|0.500|1.65|1.00|20.0|10.7|5.94|1.58|21.0|10.2|5.42|1.62|2.66|0.724
2L5X3-1/2X3/8LLBB|20.8|20.8|6.10|5.00|3.50|0.375|1.60|0.933|15.5|8.18|4.56|1.59|10.8|5.21|3.09|1.33|2.51|0.683
2L5X3-1/2X3/8X3/8LLBB|20.8|20.8|6.10|5.00|3.50|0.375|1.60|0.933|15.5|8.18|4.56|1.59|13.0|6.35|3.53|1.46|2.58|0.700
2L5X3-1/2X3/8X3/4LLBB|20.8|20.8|6.10|5.00|3.50|0.375|1.60|0.933|15.5|8.18|4.56|1.59|15.4|7.50|3.97|1.59|2.66|0.718
2L5X3-1/2X5/16LLBB|17.4|17.4|5.12|5.00|3.50|0.313|1.57|0.904|13.2|6.90|3.84|1.60|8.92|4.24|2.55|1.32|2.51|0.682
2L5X3-1/2X5/16X3/8LLBB|17.4|17.4|5.12|5.00|3.50|0.313|1.57|0.904|13.2|6.90|3.84|1.60|10.6|5.20|2.87|1.44|2.58|0.698
2L5X3-1/2X5/16X3/4LLBB|17.4|17.4|5.12|5.00|3.50|0.313|1.57|0.904|13.2|6.90|3.84|1.60|12.8|6.16|3.30|1.58|2.66|0.716
2L5X3-1/2X1/4LLBB|14.0|14.0|4.14|5.00|3.50|0.250|1.55|0.860|10.7|5.56|3.10|1.61|7.10|3.33|2.03|1.31|2.52|0.680
2L5X3-1/2X1/4X3/8LLBB|14.0|14.0|4.14|5.00|3.50|0.250|1.55|0.860|10.7|5.56|3.10|1.61|8.47|4.10|2.30|1.43|2.58|0.696
2L5X3-1/2X1/4X3/4LLBB|14.0|14.0|4.14|5.00|3.50|0.250|1.55|0.860|10.7|5.56|3.10|1.61|10.2|4.88|2.63|1.57|2.66|0.714
2L5X3X1/2LLBB|25.6|25.6|7.50|5.00|3.00|0.500|1.74|1.25|18.9|10.2|5.78|1.58|9.24|5.60|3.08|1.11|2.44|0.628
2L5X3X1/2X3/8LLBB|25.6|25.6|7.50|5.00|3.00|0.500|1.74|1.25|18.9|10.2|5.78|1.58|11.5|7.00|3.61|1.24|2.51|0.646
2L5X3X1/2X3/4LLBB|25.6|25.6|7.50|5.00|3.00|0.500|1.74|1.25|18.9|10.2|5.78|1.58|14.5|8.41|4.30|1.39|2.58|0.667
2L5X3X7/16LLBB|22.6|22.6|6.62|5.00|3.00|0.438|1.72|1.22|16.8|9.06|5.12|1.59|8.01|4.78|2.67|1.10|2.45|0.626
2L5X3X7/16X3/8LLBB|22.6|22.6|6.62|5.00|3.00|0.438|1.72|1.22|16.8|9.06|5.12|1.59|10.0|6.02|3.14|1.23|2.51|0.644
2L5X3X7/16X3/4LLBB|22.6|22.6|6.62|5.00|3.00|0.438|1.72|1.22|16.8|9.06|5.12|1.59|12.6|7.26|3.73|1.38|2.58|0.664
2L5X3X3/8LLBB|19.6|19.6|5.72|5.00|3.00|0.375|1.69|1.19|14.7|7.86|4.44|1.60|6.80|3.99|2.27|1.09|2.45|0.624
2L5X3X3/8X3/8LLBB|19.6|19.6|5.72|5.00|3.00|0.375|1.69|1.19|14.7|7.86|4.44|1.60|8.51|5.07|2.67|1.22|2.51|0.642
2L5X3X3/8X3/4LLBB|19.6|19.6|5.72|5.00|3.00|0.375|1.69|1.19|14.7|7.86|4.44|1.60|10.6|6.14|3.14|1.36|2.59|0.661
2L5X3X5/16LLBB|16.4|16.4|4.82|5.00|3.00|0.313|1.67|1.14|12.5|6.64|3.74|1.61|5.62|3.24|1.87|1.08|2.46|0.623
2L5X3X5/16X3/8LLBB|16.4|16.4|4.82|5.00|3.00|0.313|1.67|1.14|12.5|6.64|3.74|1.61|7.06|4.15|2.21|1.21|2.52|0.640
2L5X3X5/16X3/4LLBB|16.4|16.4|4.82|5.00|3.00|0.313|1.67|1.14|12.5|6.64|3.74|1.61|8.78|5.05|2.60|1.35|2.59|0.659
2L5X3X1/4LLBB|13.2|13.2|3.88|5.00|3.00|0.250|1.64|1.12|10.2|5.36|3.02|1.62|4.44|2.51|1.48|1.07|2.46|0.622
2L5X3X1/4X3/8LLBB|13.2|13.2|3.88|5.00|3.00|0.250|1.64|1.12|10.2|5.36|3.02|1.62|5.49|3.24|1.72|1.19|2.52|0.638
2L5X3X1/4X3/4LLBB|13.2|13.2|3.88|5.00|3.00|0.250|1.64|1.12|10.2|5.36|3.02|1.62|6.86|3.97|2.03|1.33|2.59|0.657
2L4X3-1/2X1/2LLBB|23.8|23.8|7.00|4.00|3.50|0.500|1.24|0.500|10.6|6.92|3.84|1.23|14.5|6.96|4.14|1.44|2.14|0.784
2L4X3-1/2X1/2X3/8LLBB|23.8|23.8|7.00|4.00|3.50|0.500|1.24|0.500|10.6|6.92|3.84|1.23|17.3|8.27|4.69|1.57|2.23|0.802
2L4X3-1/2X1/2X3/4LLBB|23.8|23.8|7.00|4.00|3.50|0.500|1.24|0.500|10.6|6.92|3.84|1.23|20.7|9.58|5.34|1.72|2.33|0.819
2L4X3-1/2X3/8LLBB|18.2|18.2|5.36|4.00|3.50|0.375|1.20|0.427|8.30|5.32|2.96|1.25|10.8|5.08|3.09|1.42|2.14|0.778
2L4X3-1/2X3/8X3/8LLBB|18.2|18.2|5.36|4.00|3.50|0.375|1.20|0.427|8.30|5.32|2.96|1.25|12.9|6.08|3.50|1.55|2.23|0.795
2L4X3-1/2X3/8X3/4LLBB|18.2|18.2|5.36|4.00|3.50|0.375|1.20|0.427|8.30|5.32|2.96|1.25|15.3|7.09|3.95|1.69|2.33|0.813
2L4X3-1/2X5/16LLBB|15.4|15.4|4.50|4.00|3.50|0.313|1.17|0.400|7.06|4.48|2.50|1.25|8.82|4.15|2.52|1.40|2.14|0.775
2L4X3-1/2X5/16X3/8LLBB|15.4|15.4|4.50|4.00|3.50|0.313|1.17|0.400|7.06|4.48|2.50|1.25|10.5|5.00|2.85|1.53|2.23|0.792
2L4X3-1/2X5/16X3/4LLBB|15.4|15.4|4.50|4.00|3.50|0.313|1.17|0.400|7.06|4.48|2.50|1.25|12.7|5.84|3.28|1.68|2.33|0.810
2L4X3-1/2X1/4LLBB|12.4|12.4|3.64|4.00|3.50|0.250|1.14|0.360|5.78|3.62|2.02|1.26|7.03|3.27|2.01|1.39|2.14|0.773
2L4X3-1/2X1/4X3/8LLBB|12.4|12.4|3.64|4.00|3.50|0.250|1.14|0.360|5.78|3.62|2.02|1.26|8.41|3.95|2.28|1.52|2.22|0.790
